customer_id,age,city,employment_type,monthly_income_inr,credit_score,tenure_months,loan_purpose,loan_amount_inr,existing_loans,dti_ratio,is_default
CR203115,35,Hyderabad,Salaried,15000.0,581,36,Medical,56620.02,0,0.125,0
CR203116,41,Bangalore,Freelancer,101757.55,677,36,Personal,468929.04,0,0.172,0
CR203117,27,Hyderabad,Salaried,49551.0,522,24,Personal,267106.06,0,0.239,0
CR203118,33,Hyderabad,Salaried,144906.43,668,36,Personal,867676.44,0,0.186,0
CR203119,51,Chennai,Salaried,62849.38,626,48,Personal,382102.36,1,0.222,1
CR203120,52,Mumbai,Freelancer,93641.78,590,36,Medical,428069.82,2,0.199,0
CR203121,43,Pune,Freelancer,104295.12,555,48,Personal,712874.47,0,0.17,0
CR203122,35,Delhi,Self-Employed,41448.85,568,36,Business Expansion,223808.35,1,0.238,0
CR203123,46,Chennai,Self-Employed,58196.88,592,84,Home Renovation,465996.27,1,0.181,0
CR203124,27,Pune,Freelancer,32644.75,530,84,Debt Consolidation,220204.5,0,0.109,0
CR203125,53,Ahmedabad,Freelancer,25264.29,555,36,Education,344877.03,0,0.429,0
CR203126,21,Delhi,Business Owner,36193.55,537,36,Debt Consolidation,120466.56,1,0.167,0
CR203127,26,Hyderabad,Business Owner,165725.01,625,60,Business Expansion,2186265.38,1,0.312,0
CR203128,27,Pune,Salaried,21000.34,572,12,Business Expansion,207584.1,0,0.798,0
CR203129,27,Hyderabad,Self-Employed,109212.75,573,36,Personal,1254447.83,3,0.475,0
CR203130,41,Bangalore,Self-Employed,100433.51,576,36,Medical,844180.26,0,0.227,0
CR203131,34,Bangalore,Freelancer,48670.25,670,12,Home Renovation,529008.31,1,0.85,0
CR203132,21,Bangalore,Business Owner,116997.56,634,24,Medical,806104.67,1,0.303,0
CR203133,33,Mumbai,Salaried,87073.58,625,36,Medical,854795.28,0,0.282,0
CR203134,21,Mumbai,Self-Employed,84357.58,551,24,Debt Consolidation,672681.61,0,0.299,0
CR203135,26,Chennai,Self-Employed,44020.33,645,36,Personal,148622.55,2,0.18,0
CR203136,35,Bangalore,Freelancer,19451.18,491,60,Home Renovation,206291.07,0,0.154,0
CR203137,30,Mumbai,Self-Employed,32545.01,588,36,Home Renovation,417122.57,0,0.369,1
CR203138,33,Ahmedabad,Self-Employed,18616.98,611,24,Business Expansion,85650.13,0,0.179,1
CR203139,31,Mumbai,Business Owner,68778.26,573,36,Personal,745550.26,2,0.438,0
CR203140,24,Ahmedabad,Salaried,24814.98,445,36,Vehicle,159148.75,0,0.185,1
CR203141,29,Kolkata,Salaried,19680.36,531,48,Business Expansion,85638.38,0,0.113,0
CR203142,28,Chennai,Salaried,35798.51,601,24,Home Renovation,138427.96,1,0.259,0
CR203143,37,Pune,Salaried,43706.03,559,60,Home Renovation,597168.62,1,0.316,1
CR203144,25,Mumbai,Salaried,43893.81,474,36,Personal,526167.67,3,0.519,1
CR203145,33,Hyderabad,Self-Employed,66429.1,643,36,Medical,874536.99,1,0.462,0
CR203146,41,Mumbai,Self-Employed,32978.28,606,36,Medical,277115.88,2,0.29,0
CR203147,30,Bangalore,Salaried,34227.69,553,24,Home Renovation,471607.41,0,0.564,0
CR203148,39,Delhi,Freelancer,83916.82,581,24,Personal,1145832.07,0,0.533,0
CR203149,47,Delhi,Self-Employed,110031.91,660,48,Business Expansion,1527013.74,0,0.247,0
CR203150,45,Mumbai,Freelancer,102298.56,523,12,Medical,591410.92,0,0.492,1
CR203151,44,Ahmedabad,Salaried,86280.77,687,36,Education,901663.23,1,0.317,0
CR203152,36,Mumbai,Business Owner,83474.14,617,24,Medical,1013105.97,1,0.556,0
CR203153,39,Pune,Salaried,23782.89,543,24,Home Renovation,235378.73,0,0.392,0
CR203154,38,Mumbai,Business Owner,21568.55,629,36,Personal,213865.55,0,0.3,0
CR203155,21,Chennai,Self-Employed,47766.08,513,24,Business Expansion,255194.94,0,0.246,0
CR203156,24,Bangalore,Business Owner,118031.25,536,36,Business Expansion,1549691.12,0,0.344,0
CR203157,21,Ahmedabad,Self-Employed,29895.2,613,84,Personal,259634.88,0,0.14,0
CR203158,41,Bangalore,Business Owner,50535.08,523,24,Education,522455.11,2,0.576,0
CR203159,40,Kolkata,Salaried,125736.6,703,48,Personal,957165.01,0,0.15,0
CR203160,43,Delhi,Business Owner,121771.54,605,36,Business Expansion,1104111.4,1,0.351,0
CR203161,28,Hyderabad,Self-Employed,45478.96,621,60,Debt Consolidation,521233.88,0,0.169,0
CR203162,36,Mumbai,Business Owner,109920.13,554,24,Vehicle,586212.73,0,0.174,0
CR203163,29,Mumbai,Business Owner,68004.41,660,36,Personal,251060.0,2,0.199,0
CR203164,35,Bangalore,Self-Employed,40744.46,540,36,Debt Consolidation,369634.96,1,0.3,0
CR203165,32,Pune,Salaried,120154.5,581,60,Personal,1470984.07,3,0.365,0
CR203166,40,Delhi,Self-Employed,243304.28,642,12,Home Renovation,2419913.44,0,0.85,0
CR203167,36,Bangalore,Self-Employed,31256.67,536,12,Business Expansion,191350.71,0,0.508,0
CR203168,26,Ahmedabad,Self-Employed,66233.58,519,36,Personal,691450.66,0,0.295,0
CR203169,42,Kolkata,Self-Employed,48286.73,599,24,Debt Consolidation,278680.35,0,0.226,0
CR203170,37,Kolkata,Self-Employed,81544.98,584,36,Personal,953914.32,1,0.416,0
CR203171,21,Chennai,Salaried,62370.21,546,60,Vehicle,406321.37,1,0.125,0
CR203172,42,Delhi,Salaried,39534.28,586,60,Business Expansion,240614.99,1,0.129,0
CR203173,39,Bangalore,Salaried,37060.91,598,24,Medical,324280.92,0,0.331,1
CR203174,30,Hyderabad,Salaried,26786.06,581,36,Personal,323394.32,1,0.424,0
CR203175,34,Pune,Salaried,15000.0,576,36,Business Expansion,88107.62,1,0.164,0
CR203176,22,Kolkata,Self-Employed,41567.6,585,24,Medical,325475.42,2,0.385,0
CR203177,35,Ahmedabad,Business Owner,48965.33,591,36,Vehicle,561678.87,2,0.39,0
CR203178,40,Chennai,Freelancer,20294.03,583,48,Vehicle,103562.21,1,0.206,1
CR203179,21,Pune,Salaried,48283.1,574,48,Personal,193620.89,3,0.202,0
CR203180,37,Kolkata,Self-Employed,80930.37,611,36,Vehicle,267378.32,0,0.087,0
CR203181,37,Bangalore,Self-Employed,58767.4,513,24,Vehicle,706833.11,1,0.552,0
CR203182,34,Ahmedabad,Salaried,90064.41,597,84,Personal,456211.2,0,0.049,0
CR203183,25,Delhi,Salaried,46447.65,618,12,Personal,431583.77,1,0.836,1
CR203184,40,Chennai,Salaried,28688.65,655,24,Personal,272093.32,1,0.451,0
CR203185,43,Pune,Salaried,112742.51,618,36,Personal,1354302.98,2,0.431,0
CR203186,30,Ahmedabad,Self-Employed,67290.43,586,36,Personal,342240.13,1,0.172,1
CR203187,51,Bangalore,Salaried,39506.83,565,48,Personal,522596.5,1,0.327,0
CR203188,25,Delhi,Business Owner,79214.25,576,24,Education,732735.99,1,0.472,0
CR203189,38,Kolkata,Business Owner,81981.63,514,24,Education,705822.83,0,0.31,0
CR203190,29,Bangalore,Self-Employed,37807.71,559,24,Personal,465839.82,1,0.582,0
CR203191,36,Delhi,Business Owner,97435.57,657,60,Personal,1252247.4,0,0.249,0
CR203192,36,Delhi,Self-Employed,117701.11,609,24,Vehicle,539689.87,0,0.167,0
CR203193,42,Chennai,Freelancer,44323.63,603,60,Medical,140969.43,0,0.02,0
CR203194,26,Bangalore,Salaried,94842.18,539,36,Personal,872997.41,1,0.307,1
CR203195,30,Mumbai,Freelancer,71165.59,559,36,Business Expansion,500498.06,2,0.266,1
CR203196,37,Pune,Salaried,84482.11,706,60,Debt Consolidation,892358.19,0,0.162,0
CR203197,36,Mumbai,Self-Employed,52470.17,576,12,Home Renovation,605100.05,1,0.85,1
CR203198,53,Chennai,Self-Employed,74801.47,565,48,Vehicle,500303.86,1,0.158,0
CR203199,28,Pune,Freelancer,48296.76,573,24,Vehicle,145598.36,2,0.244,0
CR203200,42,Hyderabad,Self-Employed,47796.12,665,24,Personal,499046.61,0,0.397,0
CR203201,33,Chennai,Salaried,140888.03,584,24,Personal,1433877.4,0,0.4,0
CR203202,37,Mumbai,Salaried,56441.49,499,36,Debt Consolidation,439906.58,0,0.178,0
CR203203,27,Kolkata,Salaried,97256.66,648,48,Vehicle,874184.23,1,0.224,0
CR203204,27,Pune,Self-Employed,49639.79,597,36,Education,344492.04,1,0.247,0
CR203205,45,Kolkata,Salaried,55278.22,640,48,Home Renovation,608096.04,1,0.317,0
CR203206,52,Mumbai,Salaried,28541.74,639,84,Debt Consolidation,175281.98,1,0.145,0
CR203207,28,Delhi,Self-Employed,39696.17,508,24,Personal,164928.7,1,0.214,0
CR203208,34,Kolkata,Business Owner,72334.99,687,48,Personal,422404.78,1,0.131,0
CR203209,30,Ahmedabad,Salaried,49875.21,501,48,Personal,308330.92,3,0.325,0
CR203210,46,Bangalore,Salaried,87906.61,616,24,Debt Consolidation,301710.63,3,0.332,0
CR203211,27,Delhi,Salaried,16998.63,605,60,Education,205933.05,0,0.239,0
CR203212,22,Delhi,Freelancer,23175.21,566,12,Debt Consolidation,202141.51,0,0.694,0
CR203213,31,Delhi,Salaried,15000.0,617,24,Home Renovation,115875.32,1,0.397,0
CR203214,29,Bangalore,Salaried,110147.45,581,84,Medical,1123952.94,2,0.261,1
CR203215,50,Bangalore,Salaried,85212.53,647,36,Personal,987624.16,1,0.407,1
CR203216,26,Chennai,Business Owner,17444.77,575,24,Business Expansion,237757.44,0,0.522,0
CR203217,40,Kolkata,Salaried,51164.32,641,84,Home Renovation,599986.22,2,0.246,0
CR203218,32,Pune,Salaried,88477.38,588,60,Home Renovation,602966.83,1,0.21,0
CR203219,36,Ahmedabad,Salaried,109695.96,620,60,Business Expansion,1089866.26,1,0.188,0
CR203220,36,Ahmedabad,Salaried,40172.77,576,48,Business Expansion,216853.81,0,0.107,0
CR203221,35,Kolkata,Salaried,45263.35,550,84,Vehicle,336861.78,0,0.12,0
CR203222,36,Bangalore,Business Owner,48894.31,564,24,Debt Consolidation,301715.55,0,0.262,0
CR203223,51,Hyderabad,Salaried,59826.06,621,12,Vehicle,534455.19,1,0.806,0
CR203224,39,Hyderabad,Salaried,48134.72,576,36,Debt Consolidation,234382.72,0,0.115,0
CR203225,42,Hyderabad,Business Owner,165997.6,668,36,Personal,730154.47,0,0.119,0
CR203226,29,Kolkata,Business Owner,79459.75,612,36,Personal,1077166.69,0,0.346,0
CR203227,60,Mumbai,Salaried,34879.73,585,48,Personal,128822.23,3,0.274,1
CR203228,62,Delhi,Business Owner,48047.67,642,12,Business Expansion,442296.45,0,0.81,0
CR203229,40,Pune,Salaried,30708.05,571,24,Business Expansion,369582.43,0,0.465,0
CR203230,44,Delhi,Salaried,112303.21,607,36,Education,871680.76,1,0.245,0
CR203231,33,Mumbai,Freelancer,106272.58,646,12,Home Renovation,1088028.85,1,0.85,0
CR203232,35,Pune,Salaried,19912.67,621,36,Medical,226470.96,1,0.317,0
CR203233,38,Chennai,Salaried,51733.97,621,12,Personal,328080.69,0,0.506,0
CR203234,35,Ahmedabad,Business Owner,44772.27,558,36,Personal,413801.52,0,0.272,0
CR203235,47,Chennai,Salaried,62058.64,625,60,Home Renovation,627491.34,0,0.159,0
CR203236,30,Kolkata,Self-Employed,104487.87,586,60,Personal,741661.63,0,0.082,0
CR203237,21,Kolkata,Self-Employed,38028.25,524,24,Personal,170554.88,0,0.176,1
CR203238,34,Ahmedabad,Salaried,134803.58,577,24,Medical,824051.64,0,0.296,0
CR203239,32,Bangalore,Salaried,126404.26,553,24,Personal,933018.04,0,0.332,0
CR203240,39,Ahmedabad,Salaried,57132.26,556,12,Vehicle,268017.44,1,0.491,1
CR203241,30,Hyderabad,Business Owner,53689.64,540,48,Medical,448447.92,1,0.194,0
CR203242,44,Kolkata,Self-Employed,110645.09,616,24,Personal,995184.99,1,0.407,1
CR203243,33,Chennai,Salaried,41474.62,590,12,Medical,394837.7,1,0.85,1
CR203244,30,Ahmedabad,Salaried,20391.75,536,36,Vehicle,98807.05,1,0.135,1
CR203245,22,Mumbai,Salaried,21596.85,542,36,Personal,186701.6,0,0.194,0
CR203246,39,Kolkata,Self-Employed,42007.15,638,60,Personal,564813.3,0,0.209,0
CR203247,37,Pune,Freelancer,55498.18,618,36,Business Expansion,393991.2,2,0.276,0
CR203248,36,Hyderabad,Self-Employed,60803.75,578,24,Business Expansion,850703.21,0,0.591,0
CR203249,40,Mumbai,Freelancer,73402.27,616,24,Personal,227283.62,0,0.165,0
CR203250,45,Chennai,Salaried,41277.43,637,36,Education,244113.77,0,0.158,0
CR203251,30,Ahmedabad,Self-Employed,62982.42,551,12,Medical,372493.04,2,0.595,0
CR203252,35,Mumbai,Salaried,120526.07,607,60,Business Expansion,773253.41,1,0.129,0
CR203253,43,Delhi,Self-Employed,59168.29,615,36,Vehicle,263241.75,2,0.179,0
CR203254,21,Kolkata,Salaried,50744.93,568,24,Medical,550668.81,1,0.513,0
CR203255,22,Ahmedabad,Salaried,48136.89,607,24,Home Renovation,265140.84,2,0.282,0
CR203256,39,Kolkata,Freelancer,24821.95,552,12,Home Renovation,120716.96,0,0.356,1
CR203257,36,Ahmedabad,Freelancer,34553.96,562,36,Business Expansion,389398.16,1,0.41,1
CR203258,21,Kolkata,Freelancer,15167.51,548,60,Vehicle,145404.03,2,0.226,0
CR203259,36,Mumbai,Salaried,73870.08,583,24,Debt Consolidation,248028.4,0,0.165,0
CR203260,23,Delhi,Self-Employed,54911.48,570,60,Personal,576478.34,1,0.19,0
CR203261,27,Mumbai,Self-Employed,79593.66,599,48,Medical,858356.68,0,0.223,0
CR203262,34,Ahmedabad,Salaried,107954.63,675,36,Personal,1049193.05,0,0.28,0
CR203263,26,Hyderabad,Salaried,109078.6,538,60,Home Renovation,482285.38,3,0.261,1
CR203264,53,Chennai,Salaried,76991.34,512,12,Vehicle,578425.66,0,0.658,1
CR203265,50,Hyderabad,Salaried,68870.2,606,12,Medical,256049.14,1,0.358,0
CR203266,32,Pune,Freelancer,20509.92,552,24,Education,96871.31,0,0.195,0
CR203267,38,Pune,Salaried,15000.0,599,84,Personal,191909.58,0,0.114,0
CR203268,36,Bangalore,Salaried,118696.33,615,36,Business Expansion,1185024.34,0,0.261,0
CR203269,21,Mumbai,Salaried,77335.69,518,24,Vehicle,921349.81,1,0.589,0
CR203270,21,Chennai,Salaried,29102.57,492,60,Vehicle,376912.86,0,0.218,0
CR203271,44,Pune,Salaried,76556.82,639,12,Education,790959.83,0,0.834,0
CR203272,41,Pune,Salaried,71839.38,634,48,Business Expansion,947708.83,3,0.46,0
CR203273,31,Mumbai,Salaried,29882.31,628,60,Personal,231583.46,1,0.18,0
CR203274,33,Hyderabad,Salaried,31795.64,628,84,Debt Consolidation,148002.96,0,0.02,0
CR203275,21,Kolkata,Self-Employed,61719.21,681,12,Personal,509891.73,4,0.85,0
CR203276,32,Pune,Self-Employed,15000.0,572,24,Personal,128078.65,2,0.434,1
CR203277,42,Kolkata,Freelancer,116895.94,554,48,Debt Consolidation,1540126.56,0,0.302,0
CR203278,27,Ahmedabad,Self-Employed,28574.76,575,24,Home Renovation,345699.05,1,0.601,0
CR203279,31,Delhi,Business Owner,73038.64,546,36,Education,588592.93,1,0.233,0
CR203280,26,Pune,Salaried,53853.68,551,12,Personal,353531.04,0,0.586,0
CR203281,21,Kolkata,Salaried,74058.62,549,24,Business Expansion,882797.32,1,0.547,0
CR203282,41,Pune,Self-Employed,68926.51,648,36,Medical,580126.13,1,0.238,0
CR203283,36,Ahmedabad,Self-Employed,102819.2,616,24,Personal,794578.74,2,0.384,0
CR203284,33,Delhi,Salaried,46596.14,619,36,Personal,191868.15,2,0.204,0
CR203285,28,Ahmedabad,Freelancer,46400.4,567,84,Business Expansion,486848.99,2,0.235,1
CR203286,21,Pune,Salaried,38314.34,577,36,Home Renovation,188328.34,1,0.167,0
CR203287,45,Delhi,Salaried,124197.08,662,36,Medical,797139.69,0,0.175,0
CR203288,47,Chennai,Business Owner,104112.55,561,24,Business Expansion,1326528.13,0,0.548,0
CR203289,22,Mumbai,Freelancer,15000.0,513,60,Personal,186902.99,2,0.333,0
CR203290,27,Chennai,Salaried,39219.69,525,48,Personal,254311.14,0,0.169,0
CR203291,44,Delhi,Salaried,158685.95,640,36,Medical,1614424.51,3,0.428,0
CR203292,40,Pune,Salaried,53414.3,558,36,Education,633288.28,0,0.309,1
CR203293,25,Pune,Freelancer,58513.52,539,84,Medical,537295.35,1,0.197,0
CR203294,31,Pune,Salaried,81552.98,522,48,Business Expansion,641995.9,4,0.407,0
CR203295,39,Ahmedabad,Salaried,101233.39,665,12,Personal,920884.27,0,0.724,0
CR203296,35,Mumbai,Salaried,49583.27,526,48,Business Expansion,399890.98,0,0.169,0
CR203297,41,Kolkata,Salaried,27760.93,606,36,Vehicle,158295.72,2,0.226,0
CR203298,49,Pune,Salaried,115284.74,683,36,Vehicle,1010357.7,0,0.292,0
CR203299,36,Chennai,Salaried,26846.35,510,36,Personal,144645.11,0,0.182,0
CR203300,39,Bangalore,Freelancer,58502.01,568,24,Personal,792750.99,1,0.622,0
CR203301,21,Pune,Self-Employed,126838.14,611,48,Personal,1600475.89,0,0.289,0
CR203302,40,Hyderabad,Business Owner,104819.55,597,84,Personal,973348.82,0,0.114,0
CR203303,37,Hyderabad,Self-Employed,141984.51,653,24,Debt Consolidation,725221.32,1,0.286,0
CR203304,30,Hyderabad,Freelancer,29278.53,563,60,Debt Consolidation,202402.31,1,0.215,0
CR203305,47,Kolkata,Salaried,95958.78,615,36,Home Renovation,651908.51,1,0.248,0
CR203306,52,Pune,Business Owner,91072.73,646,60,Personal,954999.41,0,0.138,0
CR203307,29,Hyderabad,Freelancer,40560.13,592,84,Home Renovation,153737.32,0,0.02,0
CR203308,23,Delhi,Business Owner,24342.21,487,48,Education,172185.31,0,0.172,0
CR203309,43,Kolkata,Freelancer,91467.51,588,48,Personal,417834.25,0,0.06,0
CR203310,25,Pune,Salaried,25859.95,682,60,Business Expansion,265462.11,0,0.167,0
CR203311,37,Hyderabad,Salaried,52536.58,586,48,Medical,710502.3,1,0.306,0
CR203312,43,Kolkata,Salaried,25046.91,545,36,Home Renovation,115457.85,1,0.2,0
CR203313,41,Ahmedabad,Self-Employed,66746.59,677,48,Medical,228976.68,0,0.061,0
CR203314,30,Pune,Self-Employed,20176.6,589,84,Business Expansion,186894.14,3,0.284,0
CR203315,39,Ahmedabad,Salaried,62470.45,533,48,Home Renovation,221014.86,1,0.138,0
CR203316,37,Hyderabad,Salaried,176312.08,639,48,Personal,582519.9,1,0.14,0
CR203317,39,Kolkata,Salaried,42486.21,563,48,Education,487462.53,1,0.248,0
CR203318,21,Chennai,Self-Employed,65087.68,509,12,Debt Consolidation,796381.6,1,0.85,0
CR203319,27,Delhi,Salaried,91203.65,524,60,Personal,1198493.07,0,0.172,0
CR203320,24,Bangalore,Self-Employed,39104.59,545,36,Home Renovation,412685.4,0,0.253,0
CR203321,39,Chennai,Self-Employed,51185.27,577,36,Personal,299385.81,0,0.136,0
CR203322,28,Mumbai,Self-Employed,63890.49,636,36,Personal,852128.79,1,0.378,0
CR203323,46,Kolkata,Salaried,103766.38,560,12,Business Expansion,1204143.0,3,0.85,0
CR203324,21,Delhi,Freelancer,25199.43,625,48,Education,177882.6,1,0.2,0
CR203325,58,Chennai,Freelancer,18210.58,628,84,Medical,240955.12,0,0.196,0
CR203326,38,Delhi,Salaried,27514.54,556,84,Home Renovation,304289.3,0,0.13,0
CR203327,23,Delhi,Salaried,61958.22,532,36,Vehicle,683019.1,3,0.49,1
CR203328,21,Delhi,Salaried,46765.2,601,24,Personal,150039.22,1,0.192,0
CR203329,38,Chennai,Salaried,113682.52,658,24,Medical,1028471.15,1,0.456,0
CR203330,26,Hyderabad,Salaried,132564.36,624,24,Medical,1620787.21,1,0.577,1
CR203331,43,Hyderabad,Self-Employed,87896.0,659,60,Debt Consolidation,299200.77,0,0.06,0
CR203332,40,Hyderabad,Salaried,89107.14,723,36,Business Expansion,728331.16,2,0.314,0
CR203333,31,Mumbai,Salaried,128856.09,592,36,Personal,664664.14,1,0.231,0
CR203334,34,Mumbai,Self-Employed,62832.71,494,36,Education,739029.15,0,0.373,1
CR203335,26,Hyderabad,Business Owner,55110.93,569,24,Debt Consolidation,392697.44,1,0.349,0
CR203336,36,Delhi,Salaried,110392.39,601,48,Debt Consolidation,779496.22,1,0.158,0
CR203337,21,Hyderabad,Business Owner,64116.58,478,60,Personal,741162.1,0,0.19,1
CR203338,28,Kolkata,Salaried,47988.63,607,60,Home Renovation,172168.8,0,0.095,0
CR203339,35,Mumbai,Salaried,50392.0,601,48,Personal,415091.74,0,0.175,0
CR203340,27,Chennai,Salaried,21387.28,541,60,Business Expansion,173554.52,1,0.218,0
CR203341,40,Bangalore,Salaried,47492.78,602,36,Vehicle,563916.48,1,0.392,0
CR203342,34,Kolkata,Salaried,52728.4,620,24,Education,485957.86,1,0.469,0
CR203343,34,Chennai,Salaried,45153.4,530,24,Personal,619822.69,0,0.54,0
CR203344,37,Delhi,Salaried,97332.4,693,36,Personal,510283.66,2,0.229,0
CR203345,37,Kolkata,Freelancer,85148.53,625,24,Personal,291304.52,1,0.229,1
CR203346,30,Chennai,Self-Employed,40651.54,587,36,Home Renovation,564156.8,1,0.473,1
CR203347,31,Delhi,Salaried,89352.51,594,36,Debt Consolidation,308995.6,0,0.108,0
CR203348,39,Mumbai,Salaried,93901.96,604,24,Debt Consolidation,1021022.27,0,0.469,0
CR203349,28,Chennai,Salaried,52607.81,508,36,Home Renovation,462551.46,0,0.222,0
CR203350,26,Mumbai,Self-Employed,33824.4,496,24,Medical,425420.08,0,0.507,0
CR203351,21,Ahmedabad,Salaried,71100.36,549,84,Home Renovation,240934.5,0,0.063,0
CR203352,27,Pune,Salaried,48118.61,477,48,Personal,256561.91,0,0.073,0
CR203353,35,Bangalore,Freelancer,71815.97,578,24,Personal,600517.76,2,0.404,0
CR203354,39,Hyderabad,Self-Employed,56075.2,649,84,Business Expansion,564154.85,0,0.102,0
CR203355,21,Mumbai,Salaried,48767.76,583,48,Debt Consolidation,388366.51,0,0.214,0
CR203356,41,Ahmedabad,Salaried,29796.04,569,48,Vehicle,208595.24,1,0.173,0
CR203357,32,Delhi,Salaried,15000.0,634,36,Education,159928.47,0,0.313,0
CR203358,40,Bangalore,Self-Employed,56274.4,622,24,Personal,669138.76,1,0.52,0
CR203359,29,Bangalore,Self-Employed,15000.0,603,24,Personal,122972.49,2,0.423,0
CR203360,40,Mumbai,Salaried,100316.2,639,24,Personal,609965.35,0,0.214,1
CR203361,29,Chennai,Freelancer,103642.96,564,12,Personal,1293074.99,1,0.85,0
CR203362,36,Delhi,Freelancer,46201.1,640,48,Personal,472092.61,0,0.188,0
CR203363,26,Hyderabad,Salaried,60015.37,633,48,Debt Consolidation,487203.65,1,0.246,1
CR203364,34,Pune,Salaried,155362.1,635,24,Personal,1494803.61,0,0.44,0
CR203365,38,Mumbai,Salaried,15000.0,590,36,Home Renovation,164635.71,0,0.336,0
CR203366,42,Pune,Salaried,115992.85,567,24,Home Renovation,1112889.11,0,0.402,0
CR203367,41,Delhi,Salaried,58660.03,566,12,Home Renovation,800136.71,1,0.85,0
CR203368,38,Hyderabad,Salaried,111334.82,650,12,Business Expansion,960025.12,2,0.85,0
CR203369,50,Delhi,Salaried,55606.56,546,12,Home Renovation,535726.26,0,0.83,0
CR203370,50,Pune,Self-Employed,70445.93,518,36,Debt Consolidation,696295.36,2,0.388,0
CR203371,30,Mumbai,Salaried,72528.67,614,36,Personal,625957.75,2,0.314,0
CR203372,32,Pune,Salaried,17162.84,513,36,Medical,53120.63,2,0.154,0
CR203373,26,Chennai,Salaried,38637.89,507,48,Personal,172016.89,2,0.145,0
CR203374,35,Kolkata,Salaried,71731.35,563,48,Vehicle,951633.67,1,0.317,0
CR203375,21,Chennai,Business Owner,64556.62,672,24,Medical,802580.33,2,0.577,0
CR203376,21,Pune,Salaried,34110.68,542,36,Education,325282.82,1,0.277,0
CR203377,31,Delhi,Business Owner,117238.57,666,84,Medical,515363.27,0,0.028,0
CR203378,53,Hyderabad,Freelancer,52984.23,597,36,Home Renovation,263828.21,0,0.112,0
CR203379,50,Bangalore,Salaried,30219.39,545,48,Vehicle,346524.08,1,0.292,0
CR203380,28,Kolkata,Freelancer,22830.97,596,24,Vehicle,139080.44,1,0.33,0
CR203381,34,Delhi,Business Owner,62262.73,637,36,Business Expansion,855069.84,0,0.397,0
CR203382,38,Bangalore,Business Owner,65588.18,642,24,Business Expansion,524197.33,0,0.301,0
CR203383,42,Kolkata,Salaried,89020.94,545,12,Debt Consolidation,1215014.33,2,0.85,1
CR203384,31,Chennai,Freelancer,102148.71,566,36,Vehicle,541028.49,0,0.117,1
CR203385,44,Ahmedabad,Freelancer,17840.29,545,24,Education,123095.73,0,0.241,1
CR203386,34,Kolkata,Salaried,53707.81,599,24,Home Renovation,629591.56,0,0.489,0
CR203387,36,Chennai,Salaried,108753.39,625,36,Personal,1494008.21,0,0.371,1
CR203388,26,Mumbai,Business Owner,78944.29,525,24,Personal,938093.15,1,0.505,0
CR203389,36,Kolkata,Salaried,26294.87,566,36,Medical,207111.05,3,0.371,0
CR203390,41,Mumbai,Freelancer,57295.12,566,36,Personal,502368.95,0,0.208,0
CR203391,36,Hyderabad,Business Owner,57179.09,636,48,Vehicle,642405.63,1,0.241,0
CR203392,41,Delhi,Self-Employed,56497.7,658,12,Education,788677.55,1,0.85,0
CR203393,38,Mumbai,Business Owner,146909.93,545,36,Vehicle,1937752.08,1,0.399,0
CR203394,29,Chennai,Salaried,30723.01,595,24,Vehicle,357357.85,1,0.574,1
CR203395,36,Chennai,Self-Employed,54790.91,577,12,Personal,741226.21,1,0.85,0
CR203396,36,Chennai,Business Owner,76607.51,644,60,Personal,358513.41,1,0.094,0
CR203397,41,Chennai,Business Owner,107466.22,599,24,Medical,1085287.59,1,0.468,0
CR203398,27,Pune,Salaried,94699.56,546,24,Home Renovation,1202434.16,0,0.513,0
CR203399,40,Bangalore,Salaried,53251.47,609,48,Personal,422935.02,0,0.215,0
CR203400,39,Pune,Business Owner,53419.81,572,84,Vehicle,374011.08,2,0.157,0
CR203401,33,Pune,Self-Employed,15560.82,674,24,Personal,202088.4,0,0.587,0
CR203402,37,Chennai,Salaried,48559.7,538,36,Vehicle,480885.16,2,0.334,0
CR203403,30,Pune,Self-Employed,26512.08,571,84,Education,300181.15,0,0.128,0
CR203404,41,Kolkata,Self-Employed,72930.5,522,48,Home Renovation,378970.6,1,0.184,0
CR203405,47,Pune,Self-Employed,107664.22,571,84,Business Expansion,784373.79,1,0.106,0
CR203406,22,Delhi,Freelancer,84310.59,581,24,Personal,639691.94,1,0.381,0
CR203407,22,Hyderabad,Freelancer,44202.96,561,24,Medical,438569.0,0,0.424,1
CR203408,26,Pune,Salaried,24807.44,576,48,Business Expansion,342899.97,1,0.289,0
CR203409,36,Ahmedabad,Business Owner,97148.99,577,60,Business Expansion,1111829.82,1,0.212,1
CR203410,45,Ahmedabad,Salaried,94165.92,650,36,Business Expansion,560852.21,1,0.179,0
CR203411,21,Pune,Salaried,15000.0,643,36,Education,130185.77,0,0.229,0
CR203412,25,Hyderabad,Business Owner,76217.19,572,12,Debt Consolidation,559352.43,0,0.613,0
CR203413,35,Chennai,Business Owner,89154.65,594,48,Personal,576982.72,1,0.173,1
CR203414,47,Mumbai,Salaried,87413.14,557,48,Personal,861079.5,0,0.19,0
CR203415,41,Kolkata,Salaried,130701.29,571,24,Home Renovation,1357402.87,0,0.469,0
CR203416,45,Kolkata,Salaried,79493.48,583,36,Personal,476858.53,0,0.172,0
